date,sales,qty,product,category,region,profit
2023-09-13,2754.62,2,Mesa Escritório,Home Office,Norte,479.92
2023-09-13,8590.31,2,Notebook Pro X,Eletrônicos,Centro-Oeste,1072.15
2023-09-13,15385.54,4,Mesa Escritório,Home Office,Nordeste,1842.71
2023-09-13,2926.49,4,Webcam HD,Eletrônicos,Centro-Oeste,819.42
2023-09-13,12477.19,4,Headset Pro,Eletrônicos,Centro-Oeste,4244.83
2023-09-13,15862.71,4,Cadeira Gamer,Home Office,Nordeste,2513.01
2023-09-13,4330.21,3,Smart Monitor 27,Eletrônicos,Sul,779.5
2023-09-14,16124.08,4,Headset Pro,Eletrônicos,Norte,3164.78
2023-09-14,12034.07,4,Smart Monitor 27,Eletrônicos,Sudeste,1585.82
2023-09-14,9245.19,4,Mouse Wireless,Acessórios,Centro-Oeste,1194.9
2023-09-14,3818.45,1,Mouse Wireless,Acessórios,Sul,482.84
2023-09-14,486.76,1,Mouse Wireless,Acessórios,Sul,72.0
2023-09-14,7848.71,3,Headset Pro,Eletrônicos,Norte,2649.49
2023-09-14,5386.82,2,Mesa Escritório,Home Office,Sul,1325.69
2023-09-14,2515.62,1,Notebook Pro X,Eletrônicos,Norte,548.34
2023-09-14,5277.59,3,Teclado Mecânico,Acessórios,Centro-Oeste,600.9
2023-09-14,8308.99,4,Notebook Pro X,Eletrônicos,Nordeste,1523.25
2023-09-14,3657.7,1,Mouse Wireless,Acessórios,Sul,1205.0
2023-09-14,7980.76,2,Mesa Escritório,Home Office,Sul,1768.7
2023-09-14,11325.84,4,Headset Pro,Eletrônicos,Sul,3902.69
2023-09-14,19005.91,4,Teclado Mecânico,Acessórios,Norte,3350.27
2023-09-15,2357.3,1,Cadeira Gamer,Home Office,Centro-Oeste,416.7
2023-09-15,13915.83,4,Cadeira Gamer,Home Office,Sudeste,4443.71
2023-09-15,11213.56,4,Notebook Pro X,Eletrônicos,Sul,2120.93
2023-09-15,3394.57,1,Teclado Mecânico,Acessórios,Centro-Oeste,618.46
2023-09-15,5461.25,4,Smart Monitor 27,Eletrônicos,Norte,878.53
2023-09-15,5808.6,4,Notebook Pro X,Eletrônicos,Sudeste,1642.4
2023-09-15,3575.55,1,Smart Monitor 27,Eletrônicos,Norte,376.46
2023-09-15,7492.41,3,Notebook Pro X,Eletrônicos,Centro-Oeste,1285.12
2023-09-15,8586.94,3,Notebook Pro X,Eletrônicos,Centro-Oeste,1298.73
2023-09-15,5917.58,2,Mesa Escritório,Home Office,Centro-Oeste,1276.14
2023-09-15,1071.16,1,Smart Monitor 27,Eletrônicos,Norte,341.27
2023-09-15,8245.01,2,Webcam HD,Eletrônicos,Sudeste,1708.54
2023-09-15,13616.9,3,Teclado Mecânico,Acessórios,Sudeste,1792.79
2023-09-15,2644.11,1,Mouse Wireless,Acessórios,Centro-Oeste,419.34
2023-09-16,2824.34,4,Mesa Escritório,Home Office,Centro-Oeste,694.28
2023-09-16,5831.01,3,Smart Monitor 27,Eletrônicos,Sudeste,1929.02
2023-09-16,1446.8,2,Teclado Mecânico,Acessórios,Centro-Oeste,475.53
2023-09-16,3328.62,1,Smart Monitor 27,Eletrônicos,Centro-Oeste,1155.97
2023-09-16,14681.29,4,Smart Monitor 27,Eletrônicos,Nordeste,3406.31
2023-09-16,1313.73,2,Cadeira Gamer,Home Office,Sul,132.66
2023-09-16,12606.28,3,Webcam HD,Eletrônicos,Norte,3987.66
2023-09-16,7792.97,3,Mouse Wireless,Acessórios,Norte,1363.9
2023-09-16,11927.27,4,Cadeira Gamer,Home Office,Centro-Oeste,3181.5
2023-09-16,3805.92,1,Notebook Pro X,Eletrônicos,Sudeste,894.07
2023-09-16,3272.08,2,Headset Pro,Eletrônicos,Norte,834.84
2023-09-16,8445.77,4,Webcam HD,Eletrônicos,Sudeste,2814.96
2023-09-16,12787.13,3,Mesa Escritório,Home Office,Sul,2982.11
2023-09-16,7488.66,4,Smart Monitor 27,Eletrônicos,Sudeste,951.81
2023-09-17,1847.56,2,Teclado Mecânico,Acessórios,Norte,421.36
2023-09-17,4155.53,2,Smart Monitor 27,Eletrônicos,Norte,1447.77
2023-09-17,8822.64,3,Teclado Mecânico,Acessórios,Nordeste,2073.8
2023-09-17,3651.46,1,Mesa Escritório,Home Office,Centro-Oeste,826.46
2023-09-17,777.32,3,Cadeira Gamer,Home Office,Nordeste,222.19
2023-09-17,14935.6,3,Webcam HD,Eletrônicos,Sudeste,3979.03
2023-09-17,858.45,1,Cadeira Gamer,Home Office,Centro-Oeste,150.48
2023-09-17,7353.25,2,Headset Pro,Eletrônicos,Sul,2369.12
2023-09-17,9983.44,4,Cadeira Gamer,Home Office,Norte,2015.18
2023-09-18,1122.12,3,Headset Pro,Eletrônicos,Centro-Oeste,152.1
2023-09-18,2353.91,1,Smart Monitor 27,Eletrônicos,Nordeste,399.78
2023-09-18,4198.55,1,Teclado Mecânico,Acessórios,Sudeste,957.21
2023-09-18,298.1,2,Headset Pro,Eletrônicos,Nordeste,95.57
2023-09-18,4274.73,4,Cadeira Gamer,Home Office,Norte,768.19
2023-09-18,7763.96,3,Mouse Wireless,Acessórios,Nordeste,1745.16
2023-09-18,9707.15,2,Mouse Wireless,Acessórios,Sul,1024.06
2023-09-19,15845.49,4,Teclado Mecânico,Acessórios,Centro-Oeste,2761.92
2023-09-19,2716.93,2,Headset Pro,Eletrônicos,Sudeste,334.53
2023-09-19,12999.01,4,Mesa Escritório,Home Office,Centro-Oeste,3843.63
2023-09-19,332.11,3,Notebook Pro X,Eletrônicos,Centro-Oeste,86.24
2023-09-19,5171.48,4,Smart Monitor 27,Eletrônicos,Norte,1605.99
2023-09-20,1366.08,3,Smart Monitor 27,Eletrônicos,Norte,376.79
2023-09-20,13441.91,3,Headset Pro,Eletrônicos,Centro-Oeste,3097.39
2023-09-20,1086.11,2,Teclado Mecânico,Acessórios,Nordeste,365.98
2023-09-20,9880.34,4,Cadeira Gamer,Home Office,Sudeste,1767.48
2023-09-20,1404.0,4,Headset Pro,Eletrônicos,Nordeste,314.68
2023-09-20,3493.32,1,Cadeira Gamer,Home Office,Sudeste,562.01
2023-09-20,15547.67,4,Mesa Escritório,Home Office,Norte,4676.62
2023-09-20,5297.91,2,Smart Monitor 27,Eletrônicos,Centro-Oeste,1279.1
2023-09-20,1683.82,2,Mesa Escritório,Home Office,Sudeste,504.5
2023-09-20,6274.35,3,Webcam HD,Eletrônicos,Centro-Oeste,1897.0
2023-09-20,1855.33,3,Webcam HD,Eletrônicos,Nordeste,476.92
2023-09-20,9567.85,2,Notebook Pro X,Eletrônicos,Centro-Oeste,1125.19
2023-09-20,8048.68,4,Mesa Escritório,Home Office,Sudeste,1969.04
2023-09-21,7667.09,3,Cadeira Gamer,Home Office,Sudeste,1502.31
2023-09-21,8462.82,2,Notebook Pro X,Eletrônicos,Sudeste,2209.25
2023-09-21,6466.38,3,Webcam HD,Eletrônicos,Centro-Oeste,1278.23
2023-09-21,13820.95,3,Cadeira Gamer,Home Office,Sudeste,1709.82
2023-09-21,7346.27,2,Smart Monitor 27,Eletrônicos,Nordeste,1653.44
2023-09-21,9218.73,3,Cadeira Gamer,Home Office,Sul,1306.26
2023-09-21,303.41,2,Mouse Wireless,Acessórios,Nordeste,37.28
2023-09-21,2372.67,1,Mesa Escritório,Home Office,Sul,340.46
2023-09-21,6823.85,4,Smart Monitor 27,Eletrônicos,Sul,879.6
2023-09-22,847.16,3,Cadeira Gamer,Home Office,Sul,279.05
2023-09-22,12593.48,3,Teclado Mecânico,Acessórios,Sudeste,1937.71
2023-09-22,4835.31,2,Mesa Escritório,Home Office,Centro-Oeste,1111.74
2023-09-22,4876.32,1,Mesa Escritório,Home Office,Sul,1514.75
2023-09-22,698.36,2,Teclado Mecânico,Acessórios,Norte,220.61
2023-09-22,4755.07,3,Cadeira Gamer,Home Office,Norte,1234.21
2023-09-22,6774.48,2,Webcam HD,Eletrônicos,Norte,1802.73
2023-09-22,2792.12,1,Mesa Escritório,Home Office,Sudeste,691.65
2023-09-23,5411.06,4,Cadeira Gamer,Home Office,Centro-Oeste,1034.28
2023-09-23,12787.21,3,Webcam HD,Eletrônicos,Sul,3008.84
2023-09-23,2857.01,1,Webcam HD,Eletrônicos,Centro-Oeste,830.1
2023-09-23,5944.02,3,Teclado Mecânico,Acessórios,Nordeste,1254.84
2023-09-23,17407.37,4,Smart Monitor 27,Eletrônicos,Sudeste,3621.24
2023-09-23,517.2,1,Notebook Pro X,Eletrônicos,Sul,90.89
2023-09-23,6024.69,3,Headset Pro,Eletrônicos,Nordeste,2035.9
2023-09-23,4963.87,1,Smart Monitor 27,Eletrônicos,Norte,1363.0
2023-09-23,5447.74,3,Mouse Wireless,Acessórios,Norte,658.17
2023-09-23,7685.85,4,Mouse Wireless,Acessórios,Centro-Oeste,802.62
2023-09-23,9076.04,4,Teclado Mecânico,Acessórios,Sudeste,2008.68
2023-09-24,3947.16,2,Smart Monitor 27,Eletrônicos,Centro-Oeste,831.99
2023-09-24,498.65,3,Smart Monitor 27,Eletrônicos,Centro-Oeste,95.1
2023-09-24,12189.35,3,Teclado Mecânico,Acessórios,Sul,2321.37
2023-09-24,7412.59,3,Mesa Escritório,Home Office,Nordeste,2091.13
2023-09-24,1459.86,1,Mouse Wireless,Acessórios,Centro-Oeste,486.65
2023-09-25,6547.66,2,Mouse Wireless,Acessórios,Sudeste,702.73
2023-09-25,14271.96,4,Mouse Wireless,Acessórios,Centro-Oeste,2711.65
2023-09-25,7444.71,4,Mouse Wireless,Acessórios,Centro-Oeste,896.11
2023-09-25,6752.97,2,Cadeira Gamer,Home Office,Nordeste,1207.8
2023-09-25,7160.24,3,Smart Monitor 27,Eletrônicos,Nordeste,810.38
2023-09-25,4896.71,1,Headset Pro,Eletrônicos,Centro-Oeste,962.65
2023-09-25,10370.64,4,Notebook Pro X,Eletrônicos,Norte,1667.4
2023-09-25,2147.88,3,Headset Pro,Eletrônicos,Norte,437.33
2023-09-25,4714.98,2,Headset Pro,Eletrônicos,Sudeste,808.95
2023-09-26,9784.99,3,Notebook Pro X,Eletrônicos,Sudeste,2570.94
2023-09-26,12144.73,3,Teclado Mecânico,Acessórios,Sul,3720.08
2023-09-26,4322.9,3,Smart Monitor 27,Eletrônicos,Nordeste,1491.4
2023-09-26,1414.43,1,Webcam HD,Eletrônicos,Centro-Oeste,494.81
2023-09-26,7917.62,3,Webcam HD,Eletrônicos,Nordeste,866.05
2023-09-26,11705.32,3,Teclado Mecânico,Acessórios,Sul,2477.97
2023-09-26,5497.42,2,Mesa Escritório,Home Office,Centro-Oeste,1179.48
2023-09-26,1624.85,1,Webcam HD,Eletrônicos,Sul,247.41
2023-09-26,2382.06,1,Mouse Wireless,Acessórios,Centro-Oeste,381.27
2023-09-26,3184.18,1,Headset Pro,Eletrônicos,Nordeste,522.93
2023-09-26,7392.7,4,Notebook Pro X,Eletrônicos,Nordeste,1042.87
2023-09-26,1183.6,3,Mouse Wireless,Acessórios,Nordeste,389.38
2023-09-27,1044.19,1,Mouse Wireless,Acessórios,Sul,262.71
2023-09-27,2251.61,2,Notebook Pro X,Eletrônicos,Sudeste,247.35
2023-09-27,2949.12,1,Mesa Escritório,Home Office,Nordeste,993.69
2023-09-27,8920.4,2,Webcam HD,Eletrônicos,Centro-Oeste,2231.29
2023-09-27,13927.35,4,Mesa Escritório,Home Office,Centro-Oeste,3640.6
2023-09-27,7056.34,3,Teclado Mecânico,Acessórios,Centro-Oeste,1814.37
2023-09-27,14879.93,3,Headset Pro,Eletrônicos,Norte,2477.91
2023-09-27,8604.8,3,Teclado Mecânico,Acessórios,Nordeste,1050.09
2023-09-27,3663.62,1,Headset Pro,Eletrônicos,Nordeste,946.82
2023-09-28,4540.92,2,Headset Pro,Eletrônicos,Sudeste,1091.45
2023-09-28,5144.1,3,Smart Monitor 27,Eletrônicos,Centro-Oeste,1081.04
2023-09-28,4515.67,2,Webcam HD,Eletrônicos,Centro-Oeste,1071.09
2023-09-28,2194.41,2,Teclado Mecânico,Acessórios,Nordeste,698.57
2023-09-28,3335.65,1,Headset Pro,Eletrônicos,Sul,769.46
2023-09-29,4254.58,2,Mesa Escritório,Home Office,Nordeste,743.75
2023-09-29,1336.51,4,Mesa Escritório,Home Office,Nordeste,251.34
2023-09-29,4114.57,4,Mesa Escritório,Home Office,Norte,540.67
2023-09-29,6544.47,3,Mouse Wireless,Acessórios,Sul,1285.26
2023-09-29,3702.73,1,Teclado Mecânico,Acessórios,Centro-Oeste,1108.35
2023-09-29,9886.03,2,Webcam HD,Eletrônicos,Sul,2138.54
2023-09-29,5244.28,3,Mesa Escritório,Home Office,Sul,1293.7
2023-09-29,868.82,1,Notebook Pro X,Eletrônicos,Sul,292.7
2023-09-29,15774.35,4,Mesa Escritório,Home Office,Centro-Oeste,3521.21
2023-09-29,14540.4,4,Webcam HD,Eletrônicos,Nordeste,4875.68
2023-09-29,10019.88,4,Cadeira Gamer,Home Office,Centro-Oeste,1191.2
2023-09-29,5709.02,2,Cadeira Gamer,Home Office,Sudeste,1359.75
2023-09-30,1436.15,2,Webcam HD,Eletrônicos,Sudeste,333.74
2023-09-30,7193.79,2,Cadeira Gamer,Home Office,Nordeste,1173.31
2023-09-30,1036.74,4,Notebook Pro X,Eletrônicos,Nordeste,257.96
2023-09-30,9994.79,2,Mesa Escritório,Home Office,Sudeste,2554.61
2023-09-30,411.65,1,Notebook Pro X,Eletrônicos,Sudeste,97.94
2023-09-30,686.02,2,Webcam HD,Eletrônicos,Centro-Oeste,84.84
2023-09-30,3338.93,2,Smart Monitor 27,Eletrônicos,Nordeste,1090.71
2023-09-30,1218.45,3,Mouse Wireless,Acessórios,Norte,341.54
2023-09-30,903.91,3,Cadeira Gamer,Home Office,Centro-Oeste,168.87
2023-09-30,13945.68,4,Webcam HD,Eletrônicos,Centro-Oeste,4473.75
2023-09-30,4240.29,3,Notebook Pro X,Eletrônicos,Centro-Oeste,1284.24
2023-09-30,8549.3,2,Teclado Mecânico,Acessórios,Sul,1617.12
2023-09-30,9353.52,2,Teclado Mecânico,Acessórios,Sul,2727.37
2023-10-01,16548.37,4,Cadeira Gamer,Home Office,Centro-Oeste,4333.69
2023-10-01,8341.83,3,Notebook Pro X,Eletrônicos,Nordeste,2189.63
2023-10-01,10535.79,4,Smart Monitor 27,Eletrônicos,Sudeste,1361.92
2023-10-01,7546.22,2,Smart Monitor 27,Eletrônicos,Sul,2127.21
2023-10-01,7392.65,3,Mesa Escritório,Home Office,Centro-Oeste,1889.88
2023-10-01,14565.45,3,Smart Monitor 27,Eletrônicos,Nordeste,1865.78
2023-10-01,19029.87,4,Headset Pro,Eletrônicos,Centro-Oeste,3727.99
2023-10-01,2706.03,3,Mouse Wireless,Acessórios,Sudeste,457.97
2023-10-01,1564.74,1,Smart Monitor 27,Eletrônicos,Sudeste,317.18
2023-10-01,2004.51,1,Headset Pro,Eletrônicos,Sul,422.8
2023-10-01,7688.0,4,Webcam HD,Eletrônicos,Sudeste,818.46
2023-10-02,4818.49,1,Notebook Pro X,Eletrônicos,Sul,1213.88
2023-10-02,7274.46,3,Mouse Wireless,Acessórios,Sul,745.58
2023-10-02,13304.63,4,Notebook Pro X,Eletrônicos,Nordeste,2284.3
2023-10-02,18336.72,4,Mesa Escritório,Home Office,Sudeste,5750.92
2023-10-02,9247.05,2,Headset Pro,Eletrônicos,Norte,1402.42
2023-10-02,4243.0,1,Mouse Wireless,Acessórios,Sul,1271.93
2023-10-02,12863.72,3,Teclado Mecânico,Acessórios,Centro-Oeste,3314.2
2023-10-02,10989.29,3,Smart Monitor 27,Eletrônicos,Nordeste,3793.4
2023-10-02,11137.12,3,Webcam HD,Eletrônicos,Nordeste,2860.33
2023-10-02,3983.44,1,Notebook Pro X,Eletrônicos,Centro-Oeste,584.48
2023-10-02,4547.98,1,Mesa Escritório,Home Office,Norte,1284.54
2023-10-02,16770.78,4,Webcam HD,Eletrônicos,Nordeste,3208.95
2023-10-02,4306.01,1,Mouse Wireless,Acessórios,Centro-Oeste,681.0
2023-10-02,13915.04,3,Webcam HD,Eletrônicos,Centro-Oeste,1423.15
2023-10-03,1326.76,1,Webcam HD,Eletrônicos,Sudeste,354.68
2023-10-03,400.58,1,Headset Pro,Eletrônicos,Norte,111.62
2023-10-03,4094.6,4,Smart Monitor 27,Eletrônicos,Norte,1233.46
2023-10-03,1748.33,1,Mouse Wireless,Acessórios,Sudeste,401.69
2023-10-03,521.97,1,Notebook Pro X,Eletrônicos,Nordeste,125.16
2023-10-03,3838.02,3,Mouse Wireless,Acessórios,Sudeste,1097.29
2023-10-03,5211.34,3,Smart Monitor 27,Eletrônicos,Centro-Oeste,1200.99
2023-10-03,6174.23,4,Notebook Pro X,Eletrônicos,Norte,1016.75
2023-10-03,3593.77,1,Mesa Escritório,Home Office,Norte,688.46
2023-10-03,323.54,3,Notebook Pro X,Eletrônicos,Nordeste,55.26
2023-10-03,2553.49,2,Notebook Pro X,Eletrônicos,Nordeste,461.88
2023-10-04,5853.97,2,Cadeira Gamer,Home Office,Sul,812.01
2023-10-04,16447.44,4,Notebook Pro X,Eletrônicos,Sudeste,2124.55
2023-10-04,3987.33,2,Mouse Wireless,Acessórios,Nordeste,817.65
2023-10-04,8381.54,3,Teclado Mecânico,Acessórios,Centro-Oeste,1786.01
2023-10-04,17672.66,4,Cadeira Gamer,Home Office,Sudeste,2111.35
2023-10-04,16581.83,4,Headset Pro,Eletrônicos,Norte,1906.94
2023-10-04,1915.41,1,Webcam HD,Eletrônicos,Norte,463.97
2023-10-04,3344.35,1,Teclado Mecânico,Acessórios,Sul,1097.45
2023-10-04,1048.87,2,Mesa Escritório,Home Office,Nordeste,280.35
2023-10-04,3528.99,2,Headset Pro,Eletrônicos,Norte,987.25
2023-10-04,1036.2,1,Mouse Wireless,Acessórios,Nordeste,308.4
2023-10-04,3873.42,4,Webcam HD,Eletrônicos,Nordeste,1060.46
2023-10-04,12859.67,3,Smart Monitor 27,Eletrônicos,Nordeste,3693.94
2023-10-05,10856.21,4,Mouse Wireless,Acessórios,Norte,2704.27
2023-10-05,4560.64,4,Teclado Mecânico,Acessórios,Sudeste,1049.1
2023-10-05,1344.13,2,Cadeira Gamer,Home Office,Sul,177.78
2023-10-05,9016.09,2,Mesa Escritório,Home Office,Sul,2664.1
2023-10-05,13082.26,3,Mouse Wireless,Acessórios,Norte,3807.25
2023-10-06,6793.69,2,Cadeira Gamer,Home Office,Nordeste,1580.25
2023-10-06,1078.38,1,Smart Monitor 27,Eletrônicos,Nordeste,207.93
2023-10-06,2168.6,2,Webcam HD,Eletrônicos,Nordeste,382.6
2023-10-06,4182.39,2,Webcam HD,Eletrônicos,Sudeste,925.43
2023-10-06,7718.27,2,Smart Monitor 27,Eletrônicos,Norte,2648.7
2023-10-06,8116.75,2,Notebook Pro X,Eletrônicos,Nordeste,2217.65
2023-10-06,7484.29,2,Smart Monitor 27,Eletrônicos,Sul,1568.17
2023-10-06,3112.59,4,Webcam HD,Eletrônicos,Norte,829.32
2023-10-06,9489.06,2,Teclado Mecânico,Acessórios,Centro-Oeste,1113.31
2023-10-07,12349.91,4,Cadeira Gamer,Home Office,Sudeste,2024.99
2023-10-07,4608.08,2,Teclado Mecânico,Acessórios,Sudeste,1332.15
2023-10-07,9149.13,3,Mesa Escritório,Home Office,Norte,2510.17
2023-10-07,5646.3,4,Notebook Pro X,Eletrônicos,Nordeste,1144.22
2023-10-07,14597.97,4,Webcam HD,Eletrônicos,Sudeste,2151.58
2023-10-07,4309.0,1,Smart Monitor 27,Eletrônicos,Nordeste,526.53
2023-10-07,4492.61,2,Mesa Escritório,Home Office,Nordeste,908.34
2023-10-07,2545.82,2,Mesa Escritório,Home Office,Nordeste,520.6
2023-10-07,1667.82,2,Headset Pro,Eletrônicos,Centro-Oeste,194.13
2023-10-07,1551.27,1,Teclado Mecânico,Acessórios,Nordeste,377.07
2023-10-07,4060.95,1,Notebook Pro X,Eletrônicos,Nordeste,800.07
2023-10-07,4478.2,1,Headset Pro,Eletrônicos,Sul,1295.08
2023-10-07,14009.8,3,Cadeira Gamer,Home Office,Norte,2782.88
2023-10-08,2935.61,2,Teclado Mecânico,Acessórios,Sul,767.93
2023-10-08,5228.43,4,Cadeira Gamer,Home Office,Centro-Oeste,605.52
2023-10-08,8698.6,3,Cadeira Gamer,Home Office,Centro-Oeste,2190.9
2023-10-08,1340.69,1,Mesa Escritório,Home Office,Sudeste,320.19
2023-10-08,5516.16,4,Notebook Pro X,Eletrônicos,Sul,1759.33
2023-10-09,4847.72,3,Mesa Escritório,Home Office,Sudeste,1326.01
2023-10-09,4128.64,2,Headset Pro,Eletrônicos,Sudeste,719.82
2023-10-09,2763.07,1,Smart Monitor 27,Eletrônicos,Sudeste,326.55
2023-10-09,12104.65,3,Mouse Wireless,Acessórios,Sudeste,2467.11
2023-10-09,8071.48,2,Headset Pro,Eletrônicos,Sudeste,1940.94
2023-10-09,14503.75,4,Headset Pro,Eletrônicos,Nordeste,2751.61
2023-10-09,4063.41,1,Cadeira Gamer,Home Office,Norte,705.71
2023-10-10,357.54,3,Notebook Pro X,Eletrônicos,Nordeste,56.06
2023-10-10,4701.59,2,Notebook Pro X,Eletrônicos,Centro-Oeste,1431.59
2023-10-10,1409.11,1,Mesa Escritório,Home Office,Nordeste,227.06
2023-10-10,18104.16,4,Mesa Escritório,Home Office,Sul,2256.44
2023-10-10,2249.47,1,Mouse Wireless,Acessórios,Norte,347.7
2023-10-10,8598.88,2,Notebook Pro X,Eletrônicos,Sul,1752.25
2023-10-10,10668.74,3,Teclado Mecânico,Acessórios,Centro-Oeste,1716.7
2023-10-10,6107.45,4,Cadeira Gamer,Home Office,Nordeste,1789.89
2023-10-10,4455.39,1,Webcam HD,Eletrônicos,Norte,1276.17
2023-10-10,3020.71,1,Teclado Mecânico,Acessórios,Norte,369.77
2023-10-10,369.42,2,Smart Monitor 27,Eletrônicos,Centro-Oeste,87.71
2023-10-10,8111.16,2,Teclado Mecânico,Acessórios,Sudeste,1743.16
2023-10-11,14021.79,3,Smart Monitor 27,Eletrônicos,Norte,2610.14
2023-10-11,13423.23,4,Mouse Wireless,Acessórios,Norte,3720.92
2023-10-11,118.77,1,Notebook Pro X,Eletrônicos,Sul,18.95
2023-10-11,1599.89,2,Smart Monitor 27,Eletrônicos,Nordeste,465.67
2023-10-11,2893.92,1,Smart Monitor 27,Eletrônicos,Centro-Oeste,912.92
2023-10-11,3713.13,1,Mouse Wireless,Acessórios,Sul,1190.25
2023-10-12,15052.9,4,Smart Monitor 27,Eletrônicos,Norte,5267.58
2023-10-12,1508.27,1,Mouse Wireless,Acessórios,Sul,361.19
2023-10-12,2978.0,1,Mouse Wireless,Acessórios,Centro-Oeste,427.5
2023-10-12,9211.83,4,Smart Monitor 27,Eletrônicos,Sul,2848.45
2023-10-12,13752.96,3,Headset Pro,Eletrônicos,Sudeste,2974.78
2023-10-12,1474.23,1,Notebook Pro X,Eletrônicos,Centro-Oeste,206.3
2023-10-12,832.11,2,Teclado Mecânico,Acessórios,Nordeste,285.52
2023-10-12,9076.42,2,Cadeira Gamer,Home Office,Norte,3120.22
2023-10-12,12370.34,4,Mouse Wireless,Acessórios,Sudeste,2054.4
2023-10-12,2611.67,4,Mouse Wireless,Acessórios,Sul,829.22
2023-10-12,688.67,2,Mouse Wireless,Acessórios,Centro-Oeste,172.75
2023-10-12,4522.69,3,Teclado Mecânico,Acessórios,Sudeste,1285.34
2023-10-12,1632.3,1,Smart Monitor 27,Eletrônicos,Sudeste,403.24
2023-10-13,4376.0,2,Headset Pro,Eletrônicos,Sudeste,1041.84
2023-10-13,4944.26,3,Webcam HD,Eletrônicos,Sul,1395.81
2023-10-13,7827.72,2,Notebook Pro X,Eletrônicos,Centro-Oeste,2624.66
2023-10-13,8535.69,2,Headset Pro,Eletrônicos,Nordeste,2028.39
2023-10-13,1731.49,1,Cadeira Gamer,Home Office,Sudeste,227.24
2023-10-13,1652.87,1,Teclado Mecânico,Acessórios,Sul,358.42
2023-10-13,1347.84,1,Mesa Escritório,Home Office,Sudeste,471.14
2023-10-13,580.42,1,Cadeira Gamer,Home Office,Nordeste,134.49
2023-10-13,2941.05,1,Notebook Pro X,Eletrônicos,Norte,755.75
2023-10-13,9501.26,4,Notebook Pro X,Eletrônicos,Centro-Oeste,1979.23
2023-10-13,12326.13,3,Headset Pro,Eletrônicos,Norte,4184.45
2023-10-14,2867.72,1,Mouse Wireless,Acessórios,Norte,415.57
2023-10-14,710.31,2,Notebook Pro X,Eletrônicos,Sul,73.31
2023-10-14,16227.71,4,Mouse Wireless,Acessórios,Norte,3686.47
2023-10-14,1254.27,1,Headset Pro,Eletrônicos,Sudeste,417.83
2023-10-14,3028.3,1,Webcam HD,Eletrônicos,Sul,915.63
2023-10-14,10598.34,4,Cadeira Gamer,Home Office,Norte,3643.83
2023-10-14,7527.47,2,Notebook Pro X,Eletrônicos,Sudeste,1193.3
2023-10-14,2132.98,2,Teclado Mecânico,Acessórios,Sudeste,327.17
2023-10-14,19259.04,4,Teclado Mecânico,Acessórios,Centro-Oeste,3321.82
2023-10-14,1072.3,2,Mesa Escritório,Home Office,Centro-Oeste,244.36
2023-10-14,18729.11,4,Headset Pro,Eletrônicos,Sul,3574.09
2023-10-14,5689.57,3,Notebook Pro X,Eletrônicos,Nordeste,1449.59
2023-10-15,14529.93,3,Smart Monitor 27,Eletrônicos,Nordeste,4775.8
2023-10-15,3624.08,1,Notebook Pro X,Eletrônicos,Nordeste,1037.61
2023-10-15,9112.55,2,Mesa Escritório,Home Office,Sudeste,1352.36
2023-10-15,3236.68,2,Cadeira Gamer,Home Office,Nordeste,734.33
2023-10-15,903.01,2,Mesa Escritório,Home Office,Sudeste,141.49
2023-10-15,7967.54,4,Webcam HD,Eletrônicos,Norte,2170.8
2023-10-15,585.2,3,Notebook Pro X,Eletrônicos,Norte,106.36
2023-10-15,11111.53,3,Notebook Pro X,Eletrônicos,Nordeste,3867.02
2023-10-15,9618.18,3,Headset Pro,Eletrônicos,Norte,1134.72
2023-10-16,4793.06,1,Mesa Escritório,Home Office,Norte,572.43
2023-10-16,1083.1,1,Mesa Escritório,Home Office,Sul,301.95
2023-10-16,980.29,1,Mouse Wireless,Acessórios,Sudeste,239.7
2023-10-16,5573.92,4,Notebook Pro X,Eletrônicos,Sul,1153.12
2023-10-16,9414.02,3,Smart Monitor 27,Eletrônicos,Sul,1742.12
2023-10-16,5984.3,4,Smart Monitor 27,Eletrônicos,Norte,1313.98
2023-10-16,2072.84,2,Mouse Wireless,Acessórios,Sudeste,605.66
2023-10-16,983.89,4,Notebook Pro X,Eletrônicos,Centro-Oeste,100.79
2023-10-16,3352.53,2,Headset Pro,Eletrônicos,Sul,725.39
2023-10-16,247.87,2,Notebook Pro X,Eletrônicos,Sudeste,82.83
2023-10-17,9863.95,4,Mesa Escritório,Home Office,Norte,2612.36
2023-10-17,4513.72,1,Teclado Mecânico,Acessórios,Sudeste,1500.82
2023-10-17,11411.53,3,Teclado Mecânico,Acessórios,Centro-Oeste,2520.24
2023-10-17,12158.6,3,Notebook Pro X,Eletrônicos,Centro-Oeste,1226.97
2023-10-17,10776.06,4,Notebook Pro X,Eletrônicos,Sudeste,2375.01
2023-10-18,1140.58,4,Smart Monitor 27,Eletrônicos,Nordeste,297.51
2023-10-18,11549.48,3,Mesa Escritório,Home Office,Norte,2183.61
2023-10-18,16117.51,4,Mouse Wireless,Acessórios,Sudeste,5042.72
2023-10-18,9052.69,2,Mouse Wireless,Acessórios,Norte,1062.99
2023-10-18,4331.07,4,Notebook Pro X,Eletrônicos,Sul,666.29
2023-10-18,5880.11,3,Mouse Wireless,Acessórios,Norte,1697.97
